This file contains the downward and upward spectral flux (per wavelength) at TOA and the secondary eclipse depth (= planet to star flux ratio).
Spectral fluxes given in [erg s^-1 cm^-3].
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   F_down_at_TOA   F_up_at_TOA     planet/star flux ratio  
289     0.890998045       0.889515519          0.00296505173      4.74269e+08     6.02279e+11     1.91417                 
290     0.893968039       0.892480571          0.00297493524      4.68127e+08     6.10099e+11     1.96447                 
291     0.896947932       0.895455506          0.00298485169      4.62064e+08     6.13249e+11     2.00052                 
292     0.899937759       0.898440358          0.00299480119      4.56079e+08     6.16308e+11     2.03688                 
293     0.902937551       0.901435159          0.00300478386      4.50171e+08     6.29017e+11     2.10617                 
294     0.905947343       0.904439943          0.00301479981      4.44339e+08     6.30191e+11     2.1378                  
295     0.908967168       0.907454743          0.00302484914      4.38582e+08     6.38627e+11     2.19485                 
296     0.911997058       0.910479592          0.00303493197      4.32899e+08     6.50767e+11     2.26593                 
297     0.915037048       0.913514524          0.00304504841      4.2729e+08      6.58265e+11     2.32213                 
298     0.918087172       0.916559573          0.00305519858      4.21753e+08     6.66276e+11     2.38124                 
299     0.921147462       0.919614771          0.00306538257      4.16288e+08     6.73546e+11     2.43883                 
300     0.924217954       0.922680154          0.00307560051      4.10892e+08     6.80664e+11     2.49697                 
